gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
RFESD	1.0903571710891347	0.7336114983207385	3.5627296716147066	0.003853162172456749	0.01884752521317828	-2.030700088995543
DNAJC10	0.902882997053621	7.254339414573227	3.5617879283935	0.0038598679057704794	0.018869342609739513	-2.8323575160875043
SART3	0.47115028698785544	6.350162517396308	3.56093685104137	0.0038659382850940445	0.018882541341928395	-2.8374615576027917
GPD1	3.397065753861587	-2.600782251575673	3.557124272663677	0.0038932515312152163	0.01897734294812475	-1.7543361659937142
REXO1L1P	1.5654496347712228	-0.6390755647094234	3.5557648661362276	0.003903037814884592	0.019019529299729006	-1.9056150283961415
POLR3K	1.0770769235654916	4.772166138378035	3.55440194682061	0.003912874566797033	0.0190619370562776	-2.7431020695454436
CTAG2	5.8226588255176885	-1.5799400817523666	3.5530366128641684	0.003922754090751994	0.019082882486124532	-1.8277472163394082
SNTB1	1.812597566358753	5.53037623099254	3.552996312467779	0.0039230460895597055	0.019082882486124532	-2.8247680882050705
MCM10	1.6735355893904647	4.873194475508308	3.552523981593655	0.003926470041975664	0.01908943650433468	-2.7604140512129636
OFD1	1.1395417903516631	4.325874139112234	3.5518064939588925	0.003931676979129303	0.019103699042563226	-2.6712365290612334
KHDRBS1	0.6106416684857452	7.836296802145088	3.551111494362383	0.003936727428547497	0.019117185175266622	-2.848405077176542
STRA13	0.5808151376688038	5.219992486864109	3.5506656131095116	0.003939971057522193	0.01912188667738247	-2.8037293084456545
NIF3L1	0.7436467044860322	5.045099693406452	3.549516664402124	0.0039483418157044495	0.019156980628332758	-2.787300204274114
KIAA1644	5.377212579003616	-0.8617955962206246	3.548405900648695	0.00395645161018499	0.019179020811379146	-1.897285729873543
COX20	0.8120126860349348	5.54869104183597	3.5483251402308538	0.003957041911628821	0.019179020811379146	-2.834695256435264
RPS6KA3	1.3451230001541212	7.158573303735989	3.5482694622598396	0.003957448930437489	0.019179020811379146	-2.858231812736271
MGLL	4.1723212405171575	4.16991235916087	3.547746981905117	0.00396127046219251	0.01918148875226581	-2.646390340488379
MIER2	0.5736829135332115	4.834063126902203	3.547570416038506	0.0039625627524954845	0.01918167977568883	-2.7643441419292936
KLC3	1.4302769589168198	-0.9102498142556611	3.546754436711103	0.003968540511330042	0.019197841291884125	-1.8956919763818583
BRCA2	1.194472248635389	4.3432591278957124	3.5438029090255427	0.003990239884041477	0.01928788085449672	-2.6897151595360187
RAP1B	0.6492521658371242	7.284479607204383	3.543526248295021	0.00399228005860463	0.0192921940612329	-2.866372928739011
IL1R2	3.1360620653107447	-2.512514824421605	3.5424935230941466	0.0039999050625937884	0.019317932295118908	-1.7842739948238018
ELOVL3	2.0780905034215547	-2.253583485257708	3.5417320939061168	0.004005536489468757	0.01933957247299667	-1.8008321449475604
PUS10	0.886101443156688	2.0450748992993577	3.540277042422287	0.004016320337217723	0.0193805041365542	-2.2240666995527834
DCBLD2	2.3966692213572314	8.36742957654521	3.5400407292263982	0.004018074520074171	0.01938241072163943	-2.861398473065009
IGFN1	4.612373219229328	-1.9371017866676248	3.539913145159918	0.004019021917350712	0.01938241072163943	-1.824669577774741
ZNF26	0.7341308900683106	3.9731912361212314	3.5366618804304304	0.004043241708508151	0.01947127890971246	-2.623355340001315
FBXO45	1.3443430095509417	5.2213944680021855	3.5353315815823283	0.004053194392994535	0.01950802925631705	-2.8325538499806946
LARS	0.6207695098642851	7.684063657913305	3.5339638729240215	0.004063452988887988	0.01954620903956509	-2.881885678606512
ANKRD55	2.2672120903323023	-2.2367789944188714	3.533411252436545	0.004067605458785004	0.019560585106094295	-1.81627218316671
CMAS	0.8935420528148796	5.648084847357868	3.532782077456285	0.004072338434081822	0.019572145284990898	-2.8700200294606786
ETV4	2.686133319164493	5.775241186887213	3.5301338288115263	0.004092321505246272	0.019662563618831935	-2.881182904452401
USP39	0.37688711576031597	6.391597851718329	3.529734058473236	0.004095346746797309	0.019671475499692018	-2.896128338991689
F2RL1	4.690952137032401	0.6753290316732716	3.5277175716877656	0.004110641174384647	0.01972239401024344	-2.088523023386876
RARS	1.023772544416376	6.912040733951426	3.527056291113688	0.004115669442579533	0.01973525144691418	-2.8995918869933215
SH3BP4	1.6587644608363945	7.287802130218101	3.526477763041148	0.0041200736129728376	0.019745103282929707	-2.89826945554159
EP400	0.569789613329819	6.7775325864440905	3.524305414416811	0.00413665399152249	0.019807619269378487	-2.9056784745097
ZNF460	1.0032088498303182	1.0265879761923702	3.520026412576464	0.0041695124015177975	0.019942229633554246	-2.1375716923291685
S1PR4	3.8944421054919403	-3.001231279792222	3.519575556363842	0.004172989966537407	0.019953184172857522	-1.7985174575939222
PRELID1	0.7580999006401656	7.499012886727057	3.5189218919628926	0.004178037087905564	0.019971635192385897	-2.9112835293253987
IKBIP	1.1139286981758785	5.825507369710262	3.51842275789808	0.004181895224134204	0.019984393810640762	-2.9053625627484028
TONSL	0.9373378333995825	5.7266480761119585	3.5178502507877254	0.004186324976952118	0.019999876034006325	-2.901882022873596
NIPAL3	1.2164835334592397	6.448679618158995	3.5169320837897926	0.004193439240396466	0.02002817087619875	-2.9202467973539123
MANBAL	0.5333828377434484	6.084116962748384	3.512422647867342	0.004228558990047268	0.02017297500588261	-2.9244082757783207
EIF3J	0.8223728620036406	6.481838588067086	3.5114587991733712	0.004236104266910201	0.02019177663470214	-2.930572193609069
PRKAR2A	0.49599708267302667	6.643014566200415	3.510236230484972	0.0042456946022110306	0.02023175196466141	-2.932667572150364
CARMIL2	2.6272605253805694	-0.9030012030169426	3.5097552766353983	0.004249473459844247	0.020244019398980233	-1.9621344106325926
OGDHL	3.446463604088545	-2.022653675953545	3.5094865715386225	0.004251586168467907	0.02024834478136586	-1.8717763567285655
TPM3	0.5997154719882527	8.933308733427832	3.508313658718528	0.004260820789826169	0.020286576491390488	-2.910091447144472
MYNN	0.7297146407321922	4.655871539500174	3.507379997510274	0.004268186322580286	0.02031588998119707	-2.8132499085972986
AIM2	3.9201178808193515	1.1654722140390774	3.5071284486499525	0.004270172974890886	0.02031959150311187	-2.175394266247314
SRA1	0.4815944432814572	5.517741673655403	3.505314121371571	0.004284529860232233	0.020359087746938974	-2.9131823032541124
GATAD1	0.4157749952709997	5.386862350453639	3.5030353491884245	0.004302631569868108	0.02043354868459262	-2.907673152306793
BCAS2	0.8807928546888855	5.2136922156424115	3.501900983270383	0.0043116715501866935	0.020470695972877897	-2.8943318533915807
FKBP1A	0.8928835578618823	9.215607049505415	3.500951724694845	0.0043192512318838165	0.0205008911195344	-2.9185801602545096
SNX18P12	3.299250232907277	-0.8049068963033762	3.4969132225644435	0.00435164993426801	0.020624896622264903	-1.9943629911271126
CENPE	1.0924042091326056	5.716006680277494	3.494898682410299	0.004367903849754198	0.02067306377671918	-2.944338195886811
IARS	0.6253945675021102	8.059664867788927	3.4947561846760458	0.004369055901404566	0.02067306377671918	-2.9511288044743713
COX7A2L	0.4797700535487852	6.579672993124699	3.494601734653392	0.004370304932967929	0.020673153675314377	-2.9621591821530426
RP11-307P22.1	3.4305633884479523	-1.5301061965708604	3.490512392786231	0.00440350779730747	0.020806510380028904	-1.9414796417530766
CDH8	3.2060669572394107	-0.8890856760518628	3.489536014433181	0.004411473260605184	0.020832714552118946	-1.999416922906133
PMS1	0.7490136554586444	4.608469801998914	3.4872409380004186	0.004430254674858075	0.020915530988859454	-2.84345073179513
RBM12	0.8603829653988333	7.025954845018808	3.4862325553898033	0.004438532328810682	0.020948725877652664	-2.97522490635565
RINT1	0.9780575937955787	5.1214675587609655	3.485349276436706	0.004445795954252005	0.020977117519122252	-2.9159914086893837
MYSM1	0.6823291858758065	5.599954173456613	3.4843160303396954	0.004454308180830157	0.021011382990517104	-2.957787910292505
UGDH	0.7698827311001173	5.732807253293192	3.482457617938337	0.004469660156967223	0.021051139547489064	-2.9684296636998617
PTPRB	3.2341640968933554	0.7961413152702632	3.482295739164134	0.004470999951318255	0.021051139547489064	-2.183068789026133
AIMP2	1.2863574865536185	5.290679890661316	3.4821564300676826	0.004472153274153061	0.021051139547489064	-2.9387786363249173
HSPA9	0.6027080618599854	8.934430514230819	3.4810771724952376	0.0044810985752990005	0.021084497131872985	-2.961051040471604
GTPBP10	0.8248888229124072	4.669779405159791	3.480203156663221	0.004488356091096203	0.02111273462721911	-2.8662263062032975
NAA50	0.9202833015526144	7.304891397945919	3.477867657227043	0.004507807962686261	0.021192371588494546	-2.989193950274349
PRPF6	0.4205173509700888	7.091695032199422	3.4756031302669266	0.004526750599477519	0.021269526789325876	-2.994682776647343
ADAMTS20	2.9867123324517633	-3.684330874427271	3.4748042200723885	0.00453345273959732	0.021295064336057063	-1.8471556586980293
TXLNG	1.3167510506325684	5.198377384858909	3.474099642502733	0.004539371888211825	0.021316910680406857	-2.944822818083005
SCO2	0.7269786922151753	4.544411657090123	3.4735466661685597	0.004544022941130164	0.021332791500439853	-2.858343375178695
DNA2	1.7144336465965182	3.4132037089861313	3.4697909847784163	0.004575740264206266	0.021457719481170402	-2.6170543371154364
CD2AP	0.6008751875359595	5.5100235581326285	3.46791151958064	0.0045916970737792375	0.02150854312123959	-2.9826890717021763
NFXL1	0.8968239022755755	4.149759065491266	3.4634960417952803	0.00462940780975113	0.021655011705674156	-2.799183846451859
NUP50	1.6613135489223607	7.324364365237851	3.4631076890366694	0.004632739595929971	0.0216645671643837	-3.016730989257577
ALDH1B1	1.2712356282983714	5.559915397952146	3.4613004830885683	0.004648276214716166	0.021719093227893966	-2.9983029860939876
CAND1	0.4567637466344374	7.4728752371807055	3.4606537227076557	0.004653849300194012	0.021733049510519797	-3.0205284898283447
YWHAE	0.3546422434828358	9.441162537135487	3.4594982249301665	0.004663823051857153	0.02176752958416084	-2.992120682136517
RHOV	2.8025495131213582	-2.5241652459231436	3.4589030544106403	0.004668968779140832	0.021779449978079367	-1.9274397859492467
TMEM158	3.331464991211959	3.8622145396237384	3.4572371835218743	0.004683402275875168	0.02183465798908015	-2.7458563817991646
RP11-82H13.2	4.479063085307344	-2.5609828040203477	3.4567764309446756	0.0046874023456105725	0.021838361004727667	-1.92893678530098
ELOVL1	0.4852560892343796	6.914010718289758	3.4566967295502398	0.004688094633489464	0.021838361004727667	-3.0313162813376655
HOXB4	0.7480488326200194	3.605979176530085	3.4554077876606875	0.004699304849756673	0.021878453354531965	-2.688904351239275
ZNF146	0.7994065620783024	6.866380578904703	3.4552015438503867	0.004701101125326012	0.021880755085393045	-3.034446897292023
PAGE5	5.868226720571707	-1.5195248265953885	3.4544287381859937	0.004707838066825016	0.02189998184033436	-2.0058174644952356
SUZ12	0.6039006479461113	6.021978191655839	3.453340611553642	0.004717340460655948	0.021925979292656116	-3.033680312651726
CTU1	0.8275376145748439	3.411411919667612	3.4531429212540123	0.0047190689421506395	0.02192693836061369	-2.6475783032928346
VTA1	0.452628452798681	5.908778758729607	3.453018622244635	0.004720156065252593	0.02192693836061369	-3.030752703753709
CCDC88C	2.1556437778332125	-1.4831435262045427	3.4526705417509347	0.004723201742926424	0.02193502395506063	-2.0118982421961906
NANP	0.9507697634008352	4.396075782686115	3.4516304752341744	0.004732314150598349	0.021971271803620566	-2.872371068826868
ZNF473	0.8689564613316918	4.469779431521488	3.450221723597838	0.004744685241801189	0.022012256370601474	-2.8884696812654687
KLHL33	1.0748177329142505	-0.0385040713355504	3.450177879069985	0.004745070793757907	0.022012256370601474	-2.1567166281570795
DDX11	0.8184437330496435	6.108218078094222	3.4499606795867823	0.004746981232263885	0.02201504237600969	-3.041859867485731
SIRT6	0.6588732123592447	4.400848791988787	3.448548289561144	0.004759423383937346	0.02206057054987175	-2.8790276129592023
DARS	0.5847651941528866	6.541044240610057	3.448113884476049	0.004763256843720007	0.02207225193614617	-3.0492763973560244
FSD2	1.252449004061896	1.0058244626931374	3.4474897228079544	0.00476877032665928	0.022086068759052557	-2.2676183808629
MAP4K5	1.0227030270371609	5.892922195558757	3.4464964354628074	0.004777557827148759	0.02211413230539499	-3.0424327347653737
SCG2	3.6629918429539585	2.117236129121433	3.4458852274592613	0.0047829732906618586	0.022131942568344477	-2.408385529596143
PIWIL2	2.4036881153241447	-1.6161373220915978	3.4457650045928747	0.0047840392307250245	0.022131942568344477	-2.0132605224287827
VKORC1L1	0.703920655270105	5.770147787885933	3.4369948076338823	0.004862453628727996	0.022432955843544176	-3.055307082710973
PDIA3	0.5656415768586545	9.404063581643925	3.4364110068613605	0.004867719516333624	0.022444927821953148	-3.0359851055251434
TRIM9	4.735344347002861	2.7792682739027668	3.4360107971282714	0.004871332757644176	0.02245542777227802	-2.5421471069444843
PRKCDBP	1.1342130179057692	6.2978797190287095	3.4357370525810924	0.004873805793458833	0.022460667389816998	-3.07133331045217
COPA	1.0468509199346387	8.730158191263921	3.43478989118836	0.004882372388903923	0.022487813850454435	-3.051633001134703
RP11-574F21.3	4.457217294065535	-0.06735640316846656	3.4330177250824248	0.004898441834887124	0.02254329461088387	-2.184655691987553
XPO5	0.5765136783355009	6.757562500307528	3.4328429165325733	0.004900029851922383	0.022544429707434845	-3.077074618226348
PTPRG	1.4302765599361988	6.433079501450475	3.428512651187299	0.004939534710967864	0.02269512298721621	-3.085768290483399
SLC10A3	0.8507067039510487	4.20825264536877	3.428195445943177	0.004942441246972749	0.02270227112267587	-2.8777961652929394
XK	5.574298020821546	-0.8398703044849049	3.4260546364007562	0.004962102846225492	0.022773911124115743	-2.1172247191875186
COLGALT2	3.2687201492484443	2.8635157829891336	3.4253681016799833	0.004968424915480371	0.022796701489074145	-2.578825822359965
ZNF142	0.6100270202005538	5.265976008168354	3.424409977617982	0.00497726163503942	0.022824784802212148	-3.0445227753952597
XRN2	0.9536724519631044	7.482047764522262	3.423342575425437	0.004987125014231916	0.022863777990779002	-3.0903365947662813
IGFL4	1.949034628632417	-1.528002630469186	3.4224925951200875	0.004994993488844414	0.022884531232494898	-2.0613405959809006
CDK7	0.8477921680051814	4.731655967267944	3.422433693728368	0.004995539220142808	0.022884531232494898	-2.983883498194322
ZNF200	0.6065954106358902	3.5943667393950727	3.4212242921178015	0.0050067579214102586	0.022923079123690408	-2.749767560590924
SP4	0.8658907483565752	3.2259152603421133	3.420029287036078	0.005017868201596121	0.022954630066474142	-2.666676528101516
TTC13	0.6948199535806281	4.0089828242752565	3.4187276107585807	0.005029998715889148	0.023003860793999704	-2.8515152736537708
KRT10	0.5258301226086433	4.951779138735214	3.4178446842549	0.005038243780159747	0.02302277411994151	-3.022568253495969
FRMPD4	3.401506592138621	-1.7026887466197225	3.4166883146245755	0.005049063103692614	0.023050419076517517	-2.0574629019885764
NAP1L4P1	1.3963297642961199	-0.8775071199691084	3.4156212453311046	0.005059067830579427	0.023055247567393827	-2.1321303469830113
RRP12	1.37045020313606	5.882510057824571	3.413284074485586	0.0050810512570698095	0.02314836281980133	-3.1042626433494522
HSPA4	0.5511562192682948	8.345616339302225	3.4130706033897136	0.00508306399224841	0.02314836281980133	-3.0994790084050043
DGUOK	0.43201666287222285	6.013619059239083	3.411549544540226	0.005097428904567977	0.023192335570945855	-3.111717235173142
TERF1	0.5161965084653479	4.703601273551276	3.4113168716719424	0.005099629902675688	0.023196070304268006	-3.000295937869259
ETFA	0.4139600764189977	6.6092942805911035	3.4095061850640147	0.005116791312170876	0.02324896230972044	-3.1213956984564257
HMGA1P1	1.28537460102243	1.5540816409373082	3.409309322933575	0.0051186606703536785	0.023251170239630886	-2.398773470663591
TMEM261	0.7882743145284543	5.0836379708980335	3.4087932433064307	0.005123564536331691	0.023267157298602195	-3.0550359545749615
LIN7C	0.9801239325057818	4.669071486561977	3.4083052946195136	0.005128205482947768	0.023275654753416995	-3.000513474647714
HOXA2	2.0226317488819574	-1.9931712391312526	3.4077863961560824	0.005133145477851326	0.023291786189591587	-2.0510614740541318
CCNF	0.9030353882420865	5.448745375077465	3.405508020594161	0.005154893187697454	0.023372086144403652	-3.0951599642203673
CAP2	1.1168958675767078	4.881769136790047	3.4054953721799155	0.0051550141808356246	0.023372086144403652	-3.036525604237486
GINS3	1.2972412054530085	4.368252928172631	3.4050622715938057	0.005159158905688532	0.023378311789691398	-2.9538884897432434
CDA	3.4426168337852374	-2.820414893975877	3.4050611858724147	0.005159169300170488	0.023378311789691398	-2.0029688236961
EXT2	0.8880705620282097	7.393705569521397	3.4044003820157607	0.005165499649694033	0.023397778215530213	-3.12628855526264
RP4-669L17.8	3.39962006825507	-0.21936647945979953	3.4043221645193946	0.005166249476874673	0.023397778215530213	-2.220284924954516
SRSF10	0.6997853817984971	7.004336003834248	3.4028605096291287	0.0051802818743612086	0.023442379499835443	-3.1314806872603764
DPY30	0.5551455772264529	5.031631116743372	3.3999604195736395	0.005208238345503868	0.02353182654249479	-3.065472723065721
TEX13D	3.327777329420652	-3.4118617164140823	3.3999386739498254	0.005208448547514764	0.02353182654249479	-1.9828066429565014
STON2	3.8400325568969906	0.1175291228551758	3.3980994959126063	0.005226257971104693	0.023586927422222497	-2.2670558544913293
PSMD8	0.4348483229503364	7.897089295247472	3.397031342286163	0.00523662963379744	0.023621050524754047	-3.136179941451819
NASP	1.0411098595527752	7.070845040877914	3.3966458679443363	0.0052403776755088624	0.023627868869033022	-3.142655836532448
KIAA1429	0.5741601076447163	6.461271890426682	3.396586734172906	0.005240952885330821	0.023627868869033022	-3.14561363406455
SEC13	0.4658334001693003	6.9132531217460915	3.3957171142449876	0.005249419308654604	0.023659691692292283	-3.1454972815855546
ESF1	0.8611585567785403	5.166206445914537	3.3901788330507565	0.005303665260008524	0.023878570057584588	-3.098611361573173
MKRN3	3.1143933887829833	0.44923539263665624	3.3898387308131874	0.005307014939331839	0.023887252299236803	-2.3161844464690953
SNAPC5	0.4723918528211204	4.126861805574043	3.388980162154613	0.005315480561509516	0.02391895094974309	-2.933197287217755
OTOGL	4.829876303183955	-1.8031031329320328	3.387856487897588	0.005326580862041747	0.023962485157477422	-2.100170890326716
POMP	0.7287954175898204	6.704885460786851	3.387256665161208	0.005332515876781739	0.0239827654110438	-3.1627174388910975
UQCR10	0.5288820491515676	5.865932291378396	3.385955173601475	0.0053454167064830764	0.024027926875063135	-3.1548617389541267
LSR	2.1113573151347658	1.8892645460295392	3.384979187637723	0.005355111775710323	0.024058637694296555	-2.487149799328847
PHYHIP	2.141216032563092	0.4814408651140832	3.382981709252636	0.005375009584671755	0.024134873456067376	-2.3318679212044193
EHBP1	1.0197844359738495	6.592635211108323	3.3828435341970255	0.005376388779646353	0.024134873456067376	-3.17137079184793
MCM2	1.3074400791109415	6.594998228151306	3.382260670725438	0.00538221058461151	0.02415455628720044	-3.172453738261404
STAMBPL1	1.1500706444278577	3.5990089569059625	3.3810210584126783	0.005394613444337539	0.02419574500189298	-2.8256675102729956
KHSRP	0.5106897266068042	8.488749787671413	3.380480987267283	0.0054000261499435095	0.02419574500189298	-3.1578795586494293
ABCC1	0.596648475842775	6.123601064463045	3.3774618003930645	0.005430386659118084	0.02430586113975969	-3.1779107791262824
DCUN1D5	0.7692512428771874	5.450119012693485	3.377244482056071	0.005432578645979778	0.024309198429973942	-3.148159579506716
TFAP4	0.6954280044363852	4.287217998313044	3.374740518214705	0.005457899740873621	0.02439652152788908	-2.9939244477430327
NUP85	0.6343490524192656	5.545394316373994	3.374408087900723	0.005461270394719336	0.024396766436814644	-3.1599998154696793
FAM199X	0.6626278421495986	5.88907602620343	3.3743056697056124	0.005462309281949991	0.024396766436814644	-3.1774486987430395
FUS	0.5754505561657552	8.725180794449077	3.3733242910673544	0.005472274137230429	0.024428289886967287	-3.166776490178459
MRM3	0.5603686744663445	4.350472240906141	3.371472144509037	0.005491130946397649	0.024499452565995564	-3.012986724888993
PRR36	2.5267276007992736	-1.6749718659709352	3.3690972551581044	0.005515406229366845	0.024594702174839094	-2.1432358940943184
CUL4B	0.7703533056887064	6.231051069202491	3.367124545179454	0.005535653254474458	0.024669278774142808	-3.1990523584921826
ERVK3-1	0.5652638561985821	5.738598093916716	3.3664939284978863	0.005542141501219325	0.024687721232704265	-3.1857840878554455
HBE1	5.746288400605394	-1.6358955664653336	3.3656284302175843	0.005551058930744951	0.024716165160019787	-2.1525152519859665
PRDM12	3.212324014578434	-3.5296085913066153	3.360798387162843	0.005601091635870177	0.024884363500943713	-2.043727923596476
RPS19BP1	0.5111535235651958	6.14242831430845	3.3598044561927827	0.005611443969856971	0.02492118607749569	-3.2113440840752183
DLAT	0.4887790608808418	6.066210890351799	3.358927854570966	0.005620590341725655	0.02495120493221951	-3.2114046051694585
HNRNPA3P12	1.7939194350304208	-1.4050828757153906	3.357264787254922	0.005637984145795931	0.025013157768228055	-2.1868051020424737
PLCH1	4.5966698323574136	0.04146370408689673	3.356930282771037	0.0056414892664564875	0.02501754883940216	-2.333410806554868
KIAA1715	0.523517435944961	6.017544095042108	3.355551017873515	0.005655965289852482	0.025072213926575396	-3.216638678397426
MTDH	0.6727303364367003	7.943264604808246	3.3554716099146726	0.005656799857771994	0.025072213926575396	-3.2134373186348064
CAMK2N2	2.0976966689151713	1.3658454890395413	3.353469384867231	0.005677884274237155	0.025143367217067475	-2.4782735986524393
PPP6R1	0.4589556265315391	7.545140481866111	3.3516553411321315	0.0056970557758580335	0.02519747800653841	-3.224161648659167
LTV1	0.7352110338813027	5.391270777935932	3.3514796812816305	0.005698915694154096	0.025199072894408814	-3.191646853332206
DTL	1.2226159729972599	5.641371134951777	3.3509180607951565	0.005704866361049605	0.02521500710239056	-3.21003977837473
POLD2	1.1305773108259958	7.214634574470726	3.3508156080733396	0.005705952580517838	0.02521500710239056	-3.22756107472909
CD163L1	6.538187350563532	0.0007163508448306266	3.350277201984345	0.005711664288246274	0.02522889400592776	-2.341070031291051
ARMC10	0.6996685311218425	5.655081199588393	3.348104944241796	0.005734767665275225	0.025314165179405563	-3.216089308134827
DLC1	1.019430249933741	6.681603638038041	3.3477902814634177	0.005738122147927087	0.025319143854085208	-3.2366729291811795
NOSIP	0.6812804472753378	5.680861697924247	3.3456251118883196	0.005761258017845209	0.025414557350636333	-3.2220591945282315
RNF181	0.420360407736152	5.361019408766081	3.345086153150374	0.005767031718341306	0.025433351375009794	-3.2011480982400062
YWHABP2	1.95574135288415	-2.0896307318132292	3.344746478783047	0.005770673555858203	0.02544273621545352	-2.153964183158477
MAGEA5	4.811559815535984	-2.311216499425188	3.343377489100603	0.005785374876324048	0.0254941781715727	-2.140704845950048
CDCA7	1.2313878317778624	5.089386673929418	3.341773904772643	0.0058026437010008135	0.02556357344239074	-3.1810503900803884
MSN	0.4349443207175483	9.54317647632236	3.3414587905041127	0.005806043263003946	0.02556441379179043	-3.211223450508572
RLIM	0.5000766543172404	6.497539729634875	3.3413333033375587	0.005807397623434037	0.02556441379179043	-3.2491202945968096
AURKAPS1	1.3493012772776523	0.14674481082728033	3.340566241206681	0.005815683343557672	0.02558748428145911	-2.374087735434891
NPM1	0.7589596175477258	10.35899239116975	3.340173127698422	0.0058199343499246645	0.025599486160477317	-3.20005550800727
SCGN	2.639672851541948	-2.87352864747412	3.3388483585230824	0.005834283167045322	0.025655886234571098	-2.113324196800068
SSRP1	1.0733634268833345	8.07222215675519	3.3371821665440424	0.0058523808593468315	0.025701846120470915	-3.2459173646742983
VAMP7	0.48492883613127624	5.848524591227392	3.3364642303580982	0.0058601963829791595	0.02572272671943869	-3.2468783736217555
COQ10B	0.7097982121754773	5.423694760591846	3.335149732883827	0.005874533524335655	0.02577240778112713	-3.224807813002153
RNF11	0.4211015941045586	6.705463657591686	3.3335266443144973	0.0058922854483900245	0.02581638204668695	-3.2632808677473637
TAF2	0.5744503262322977	5.657308460017546	3.333104648094619	0.0058969097617571735	0.025829909399492524	-3.244272274020254
TCERG1	0.8440914402939388	6.498249385710122	3.331923120297919	0.005909876714354151	0.025866483838059954	-3.266730803209766
KLHL8	0.5776658607689731	4.585626997394142	3.331055968161433	0.005919411837946695	0.02589001949389232	-3.131653053664225
TRABD2B	4.275018103157926	-1.663530473716257	3.3310179481708952	0.005919830258331076	0.02589001949389232	-2.2110844606879825
ATP6V0B	0.678201159131623	7.032130241390476	3.3310138515544394	0.005919875344500993	0.02589001949389232	-3.2657638089544285
CYCSP45	2.552189195774223	-2.6942319860381367	3.3299356924696726	0.005931753340115017	0.025928472922578178	-2.139172242566201
FASTKD3	0.7002945859640564	4.177755604769049	3.3252094960938465	0.005984106751601987	0.02609856450550251	-3.0633506297779087
FXN	0.7523869580141218	4.183429850050744	3.324435294349809	0.005992727267809192	0.026120271574188045	-3.0660415904790046
DHX34	0.803181256405173	5.1506501129849624	3.324146889046665	0.00599594179033813	0.026127506785121327	-3.2205399083215758
TUBB4B	0.9952053924404387	8.645644953546201	3.3234820024415392	0.006003359166626733	0.026153047567002465	-3.261560156175171
SF3A1	0.6813915609592875	7.734782888117992	3.323146037748149	0.006007110669191517	0.026155831351580783	-3.2761064265499966
TUBG1	0.9657703464813929	6.648564532215146	3.3226834842777877	0.006012279588985035	0.026164780697066667	-3.2837691627266636
MAGOHB	1.1455002702751114	4.1082147331921695	3.3205514156854137	0.006036163163175657	0.026255122744175272	-3.0567164074088247
SRSF3	0.7562788048595399	8.045948350938907	3.3195011197442486	0.006047963916469521	0.026299645418914164	-3.2793763730763477
PLEC	0.7246649711763116	9.343658316686202	3.3175429135079137	0.006070027990520143	0.02638876369287947	-3.259479138575384
ANKRD36C	0.697257217734025	2.583294499908933	3.3172073198541545	0.006073817455041821	0.026398409611297614	-2.7242454559574822
PARP1	0.7380724323518608	8.230780501901519	3.3168261254792224	0.006078124738082801	0.026410300535924934	-3.281537526829763
SERPINA6	3.5282984601392084	-3.2512873349658626	3.3160084076947745	0.006087374917925563	0.026443657339254314	-2.1320625777132434
LAPTM5	5.71801663773536	-0.706455390681473	3.3150146164702456	0.006098636046813791	0.026478888152621904	-2.3289091775759774
FOXA1	5.625674118980818	-1.7403490937418242	3.3147322285598557	0.006101839763763657	0.0264859558134235	-2.233392475150781
MIS18A	0.9272081933950473	3.9507248771272647	3.3143499611002905	0.006106179335647595	0.02649794890116941	-3.0325822184671978
CANX	0.7537241888664941	9.982709245725987	3.3105848853565396	0.006149088329641964	0.02665662304779275	-3.2615388660349085
STYXL1	1.109703841371553	3.9318976140606443	3.309866327162794	0.006157312028051723	0.026685390215437164	-3.036569137811825
KCNAB1	2.9024852607883185	1.4505829107568051	3.3076931578405744	0.006182251097594094	0.026772763256187566	-2.572117104487206
CH17-140K24.5	3.8765931871614745	-3.0385152675458276	3.307119945636064	0.006188846231551161	0.026787519601771916	-2.158311910616188
ZNF215	0.9514587877046976	3.2582242973569375	3.306187398522175	0.006199590925359987	0.026826615412142183	-2.885263191312391
SCGB3A2	2.745706421658598	-0.9323814491732636	3.306059065859789	0.006201071034460188	0.026826615412142183	-2.3218718856400953
KIAA1586	0.856883064338513	3.4942005567982455	3.3056050427791415	0.006206310323159608	0.026842372002404406	-2.9411690816187193
SPARC	1.275795640842869	10.446465489779651	3.3038623064714607	0.006226462571692134	0.02692260263504752	-3.2665234526189852
DPM1	1.2162339109303915	5.465086825007051	3.3027445074778177	0.0062394231319918255	0.02696476846988599	-3.2886383379458834
SSR1	0.8574290767407442	7.692372275334136	3.3018485495123238	0.0062498312005399665	0.027001389042278806	-3.3163033521787035
AC083899.3	1.0955476827036148	3.271116116262242	3.301738575821269	0.0062511099401146445	0.027001389042278806	-2.896455877483059
IER5L	1.2277278438205586	3.7611616813747957	3.2986074554053397	0.006287628816873904	0.027131239415969115	-3.0174397881832054
GULP1	0.8881248869004565	5.904179186743415	3.2963919985003787	0.006313598352890711	0.02721158009814959	-3.3237330874213864
ZBTB2	0.7825724650159689	4.710244760353192	3.296249406472011	0.00631527352264327	0.02721158009814959	-3.2163486627496214
